	stat	logfc	pval	qval	initial_mean	final_mean	initial_mean_ori	final_mean_ori
ENSMUSG00000046711_LINE73_Hmga1_I_N2	0.12858204874132434	0.15076475359688898	2.973446943055967e-12	5.686065206896498e-12	0.4834402139568399	0.5377965004412112	-0.016867224	0.2240178
ENSMUSG00000056758_LINE31_Hmga2_D	0.12858204874132434	0.15076475359688898	2.973446943055967e-12	5.686065206896498e-12	0.4834402139568399	0.5377965004412112	-0.016867224	0.2240178
ENSMUSG00000059689_LINE696_Zfp637_D	0.12698243276317647	0.2601404114918592	5.523132451513354e-12	1.0524850300960762e-11	0.4539742500042537	0.5456533606644081	-0.10325974	0.29742244
ENSMUSG00000034271_LINE208_Jdp2_D_N2	0.12450307185660667	0.30587406870915457	1.4203640381567401e-11	2.6972069714126252e-11	0.4281005460598626	0.531565592151306	-0.24050133	0.24558698
ENSMUSG00000033730_LINE430_Egr3_D_N1	-0.12356800274325784	0.4670559142898476	2.018479719914791e-11	3.8196925255331976e-11	0.5100484036799409	0.3662235072989248	0.10232161	-0.56809676
ENSMUSG00000028466_LINE1467_Creb3_I_N1	0.12346799403359517	0.33807687741202824	2.0954660070250428e-11	3.938030944236718e-11	0.38877305542657	0.49407723786896146	-0.32536578	0.26517665
ENSMUSG00000035041_LINE213_Creb3l3_I	0.12346799403359517	0.33807687741202824	2.0954660070250428e-11	3.938030944236718e-11	0.38877305542657	0.49407723786896146	-0.32536578	0.26517665
ENSMUSG00000023932_LINE1532_Cdc5l_I	-0.12257721754190694	0.27529188258160475	2.920785726465495e-11	5.4702000719027316e-11	0.522112397812594	0.42967549738057387	0.16529559	-0.24636604
ENSMUSG00000040310_LINE1330_Alx4_D_N1	-0.1221547615026589	0.36921008190041826	3.41613631923315e-11	6.376007856102968e-11	0.599416591866709	0.4618141534883281	0.47733912	-0.37885997
ENSMUSG00000024927_LINE1656_Rela_D_N1	-0.12213406207087078	0.14587048971672062	3.442411740297609e-11	6.403120813864153e-11	0.37737581470831083	0.34012337787564134	-0.048909776	-0.314917
ENSMUSG00000025498_LINE1499_Irf7_D	-0.12159068217715364	0.19088799024372713	4.2074274407491014e-11	7.799482840844422e-11	0.5205336275589961	0.4547826478020267	0.16320483	-0.13752967
ENSMUSG00000029556_LINE1254_Hnf1a_D_N2	-0.12103575122899922	0.31995639494300593	5.1597272606268967e-11	9.532377481497149e-11	0.528263443298936	0.42119966332757725	0.21728294	-0.2545265
ENSMUSG00000022479_LINE1604_Vdr_D	0.1194000792186781	0.22014595289110353	9.364377159435477e-11	1.7241843080717346e-10	0.4628164561465955	0.5407609226299441	-0.06894483	0.25263
ENSMUSG00000020037_LINE1665_Rfx4_D	-0.11878307798852969	0.18572254698094764	1.1700913020039778e-10	2.1471372376840673e-10	0.516193687704609	0.45263403146326026	0.18891907	-0.100520715
ENSMUSG00000047143_LINE4019_Dmrta2_I_N3	-0.11677945063815123	0.2586025489335251	2.393144867054813e-10	4.376724672969372e-10	0.5076378459434399	0.4226920313545207	0.10498456	-0.26247156
ENSMUSG00000063060_LINE1759_Sox7_D	-0.11520820746586137	0.1940966664485777	4.159323958701537e-10	7.581376446462667e-10	0.5111791771299197	0.44557316776807826	0.104766995	-0.1740749
ENSMUSG00000004040_LINE1781_Stat3_D	-0.11318390613932491	0.18754289772309846	8.386731226179216e-10	1.523589506089224e-09	0.5240842195223194	0.45897933713535743	0.1398842	-0.15779392
ENSMUSG00000041540_LINE1737_Sox5_D_N2	-0.11263348015669751	0.20237142363887928	1.0127305571992412e-09	1.8289940372730822e-09	0.47734473176780795	0.4135614309935527	0.07329198	-0.22243349
ENSMUSG00000035033_LINE1802_Tbr1_D	0.11263126500937523	0.24699626437222746	1.0134976133146254e-09	1.8289940372730822e-09	0.44204228852278854	0.5264538288237848	-0.18692276	0.1729468
ENSMUSG00000001419_LINE6419_Mef2d_I_N14	0.11257973064291128	0.20897405398107116	1.0315034836992634e-09	1.855344549888114e-09	0.4655275248329337	0.5396460594063917	-0.039453525	0.29360974
ENSMUSG00000043602_LINE511_Zfp3_D	-0.11249583905019314	0.2364328232723499	1.0614836984384547e-09	1.9029888672663087e-09	0.5329994879703391	0.45092052543998956	0.17386295	-0.17996474
ENSMUSG00000005148_LINE292_Klf5_I	0.11119633503752815	0.2081507268891914	1.6500435851237185e-09	2.9484385373522183e-09	0.4443349898636028	0.5148507196133045	-0.14889434	0.15973249
ENSMUSG00000062939_LINE1786_Stat4_D	-0.11076999361921396	0.18741149693093884	1.904917408216692e-09	3.3927450571179644e-09	0.5189907349397029	0.45454905771875703	0.1388507	-0.15666881
ENSMUSG00000040929_LINE1671_Rfx3_D_N1	-0.11052661134156799	0.1738273434898664	2.067198289918235e-09	3.66978198047374e-09	0.5198669821922584	0.45972060711787266	0.15271461	-0.10586221
ENSMUSG00000007805_LINE47_Twist2_D	0.10988949062480542	0.25939709842898356	2.5583991466022617e-09	4.51238684433085e-09	0.42795189824626667	0.5142189551642707	-0.2209578	0.15853313
ENSMUSG00000028417_LINE214_Tal2_I_N1	0.10988949062480542	0.25939709842898356	2.5583991466022617e-09	4.51238684433085e-09	0.42795189824626667	0.5142189551642707	-0.2209578	0.15853313
ENSMUSG00000037465_LINE1224_Klf10_I	0.10963008197701296	0.23109017978974136	2.7894336575242605e-09	4.904004333389425e-09	0.4577189787292688	0.5389718413196083	-0.15895127	0.19166702
ENSMUSG00000024206_LINE1666_Rfx2_D_N1	-0.10935685834394632	0.19498964704530042	3.054709598227456e-09	5.335951061006293e-09	0.5276334084800793	0.45966534395091985	0.2324108	-0.079698734
ENSMUSG00000057173_LINE1673_Rfx8_I	-0.10935685834394632	0.19498964704530042	3.054709598227456e-09	5.335951061006293e-09	0.5276334084800793	0.45966534395091985	0.2324108	-0.079698734
ENSMUSG00000048349_LINE6338_Pou4f1_I_N4	-0.10920575394911369	0.3084643792087224	3.2117996926978244e-09	5.5924307748252855e-09	0.5222692293293894	0.41980783641680336	0.18359052	-0.26548153
ENSMUSG00000025225_LINE1658_Nfkb2_I	-0.10784513911410973	0.14235191533942124	5.0295890729801725e-09	8.72970077953565e-09	0.4110095281448288	0.3714518524394469	-0.0062943026	-0.2484237
ENSMUSG00000055116_LINE154_Arntl_D	0.10724743366070502	0.23449962263918397	6.114327962807606e-09	1.0578757903905223e-08	0.455784152528953	0.5379944105095259	-0.13756995	0.2316459
ENSMUSG00000015605_LINE1509_Srf_D	-0.10586697106227526	0.22695696099826554	9.560739957005041e-09	1.648925087521439e-08	0.5150507430544773	0.4386218525773339	0.1659263	-0.14941423
ENSMUSG00000027102_LINE1236_Hoxd8_D	-0.10504658438910391	0.3323834618835175	1.243689953974758e-08	2.138205125918748e-08	0.5528781549207384	0.4370509294030256	0.2292892	-0.41025567
ENSMUSG00000020275_LINE1654_Rel_I	-0.103975507761594	0.1462033623186696	1.747998170446295e-08	2.995783027966134e-08	0.383104726322441	0.34521939305144966	0.044539098	-0.22631475
ENSMUSG00000015522_LINE52_Arnt_D_N2	0.10365854100407333	0.24326223250099552	1.9320013365891172e-08	3.3007546346115014e-08	0.44358166362708984	0.5268892624618281	-0.17735063	0.18075614
ENSMUSG00000036139_LINE1300_Hoxc9_D_N1	-0.10344430815181527	0.28739982867703034	2.066869615659777e-08	3.5201373141705576e-08	0.6022029460841798	0.49162531565372647	0.42508894	-0.3132058
ENSMUSG00000040489_LINE1733_Sox30_D	-0.10259553375620276	0.21565737270924762	2.696772583648371e-08	4.578632579714524e-08	0.48031346964445204	0.41223524894636054	0.04165425	-0.27349424
ENSMUSG00000071661_LINE810_Zbtb3_D	0.10117159885828897	0.22250449025222768	4.193737006981161e-08	7.098095244735194e-08	0.4657472565739013	0.5450815832060053	-0.10929127	0.22057647
ENSMUSG00000028634_LINE1075_Hivep3_I_N1	-0.10101431630511962	0.10679588595174656	4.401731795898946e-08	7.381365626969002e-08	0.4322752784224331	0.40071815411023387	0.016773107	-0.1556041
ENSMUSG00000015501_LINE829_Hivep2_I_N1	-0.10101431630511962	0.10679588595174656	4.401731795898946e-08	7.381365626969002e-08	0.4322752784224331	0.40071815411023387	0.016773107	-0.1556041
ENSMUSG00000021366_LINE333_Hivep1_I	-0.10101431630511962	0.10679588595174656	4.401731795898946e-08	7.381365626969002e-08	0.4322752784224331	0.40071815411023387	0.016773107	-0.1556041
ENSMUSG00000029771_LINE1501_Irf5_D	-0.09924138457843826	0.21004553410862237	7.55817852439345e-08	1.2635605201823405e-07	0.4750144765135045	0.40929983858637115	0.03038213	-0.26132482
ENSMUSG00000048387_LINE564_Osr1_D	0.09920472442464304	0.15691461178572788	7.642403711791109e-08	1.273733951965185e-07	0.4520408607426502	0.505129461736255	-0.16623758	0.06381189
ENSMUSG00000031627_LINE1502_Irf2_D	-0.09734428951130521	0.13221703231717183	1.3342344291849474e-07	2.216944402151818e-07	0.48973916960517333	0.44597611937326065	0.04151394	-0.16282736
ENSMUSG00000022463_LINE76_Srebf2_D	0.09648809450384087	0.24734531744057875	1.7184218819843153e-07	2.8466259139253856e-07	0.4294266401990067	0.5116085989030065	-0.19691162	0.15215227
ENSMUSG00000001497_LINE1643_Pax9_I	0.09561229498399546	0.20284457825758134	2.2211779493717223e-07	3.668309037598753e-07	0.4483875836369696	0.5175882902562742	-0.10875165	0.18568815
ENSMUSG00000029249_LINE1131_Rest_I_N10	0.09558699894226455	0.167787031355162	2.237629014478809e-07	3.6843136341116344e-07	0.4639379323472886	0.5223906244671769	-0.12389729	0.12061418
ENSMUSG00000000861_LINE755_Bcl11a_I	-0.09507404052681943	0.18003416601780578	2.597763946598805e-07	4.251595648337384e-07	0.5019012872482208	0.4418460992773602	0.024917413	-0.21628173
ENSMUSG00000048251_LINE1408_Bcl11b_I	-0.09507404052681943	0.18003416601780578	2.597763946598805e-07	4.251595648337384e-07	0.5019012872482208	0.4418460992773602	0.024917413	-0.21628173
ENSMUSG00000024548_LINE28_Setbp1_D	-0.09491440132772058	0.2227967997163995	2.720833682475675e-07	4.439683703440846e-07	0.49396646067627226	0.42185019014028613	0.13559435	-0.17882219
ENSMUSG00000028717_LINE236_Tal1_I_N4	0.09475861620765025	0.25339442209155816	2.846347556159213e-07	4.6306251286769285e-07	0.45460400331099116	0.5438118821766417	-0.19539098	0.20872365
ENSMUSG00000038648_LINE216_Creb3l2_D_N1	0.09271329489805379	0.17887119412292304	5.112002779013909e-07	8.291790221912441e-07	0.48057755859718415	0.5453327323738447	-0.027985819	0.26525936
ENSMUSG00000052414_LINE238_Atf7_D	0.09237272590092564	0.23800825545022256	5.628890535848346e-07	9.103101905155337e-07	0.4194843623261557	0.49651811239340354	-0.22935857	0.17323394
ENSMUSG00000026104_LINE1784_Stat1_I	-0.09080829255699166	0.10211997116940696	8.723750034838511e-07	1.4066401683393456e-06	0.5083795179546852	0.4729549915164009	0.055296578	-0.09534687
ENSMUSG00000038692_LINE1316_Hoxb4_D	-0.09037575392319239	0.3262721540426286	9.834875202679038e-07	1.5811230045604944e-06	0.5413547652985926	0.4297576745155908	0.22696707	-0.3908615
ENSMUSG00000037674_LINE1669_Rfx7_D_N2	-0.09010633727004054	0.14679208678841352	1.0594494187262034e-06	1.6982350976640612e-06	0.5108792488074514	0.4604876573734286	0.1323088	-0.08551973
ENSMUSG00000032368_LINE426_Zic1_D	0.08954427895300995	0.18420117906074915	1.236501576012721e-06	1.976226859023264e-06	0.4728471018153349	0.538604933892936	-0.090710156	0.17821184
ENSMUSG00000026638_LINE1500_Irf6_D	-0.0891255372905676	0.1880420676441754	1.386557688394581e-06	2.2095729244884403e-06	0.47122211617223414	0.41241494566165904	0.0280801	-0.23073389
ENSMUSG00000028163_LINE1660_Nfkb1_I	-0.08906533252971897	0.09701095821987671	1.4095214795341505e-06	2.2396186773939127e-06	0.3647889827362485	0.3404157416002267	-0.058160495	-0.24547262
ENSMUSG00000004872_LINE1467_Pax3_I	0.08893494376774513	0.18416603120446712	1.4605151443685744e-06	2.3138975397699797e-06	0.45746297441515327	0.5211127382337635	-0.06449318	0.19438425
ENSMUSG00000005373_LINE126_Mlxipl_I_N1	0.08864890198144376	0.19396753933421843	1.5786673190260305e-06	2.493836779330976e-06	0.454142308354993	0.5209348163237579	-0.11543969	0.1850829
ENSMUSG00000024431_LINE1607_Nr3c1_D	0.08750877908592733	0.2186654071638814	2.1474908702184315e-06	3.382608451644639e-06	0.44890772036610777	0.524011009268804	-0.140705	0.19576219
ENSMUSG00000037034_LINE6992_Pax1_I_N8	0.0870725250795233	0.17972299303117917	2.4134388208152314e-06	3.7796671188054626e-06	0.47094729781156336	0.5347528371852625	-0.061624717	0.20106648
ENSMUSG00000026976_LINE6964_Pax8_I_N8	0.0870725250795233	0.17972299303117917	2.4134388208152314e-06	3.7796671188054626e-06	0.47094729781156336	0.5347528371852625	-0.061624717	0.20106648
ENSMUSG00000004328_LINE324_Hif3a_I_N1	-0.08518890304131094	0.22746986669517516	3.970372558471863e-06	6.200151989590732e-06	0.5149280832499913	0.43835761966652503	0.096828565	-0.23117931
ENSMUSG00000026572_LINE1795_Tbx19_I	0.08462349783808724	0.1888049939851411	4.601090118391825e-06	7.164554612924414e-06	0.4532409671789182	0.5180109464622963	-0.13439375	0.14805447
Q8K439_MOUSE_LINE3877_Zfp263_I_N1	0.08288753784368844	0.17399586443470966	7.193778581545538e-06	1.1138094678813403e-05	0.4510991276469059	0.5102023082171352	-0.1464957	0.087290436
ENSMUSG00000022529_LINE344_Zfp263_D	0.08288753784368844	0.17399586443470966	7.193778581545538e-06	1.1138094678813403e-05	0.4510991276469059	0.5102023082171352	-0.1464957	0.087290436
ENSMUSG00000022346_LINE75_Myc_D	0.08194527795381831	0.19570069285821673	9.13561587312104e-06	1.4104562750286026e-05	0.4818861469735384	0.5533474987320968	0.01005971	0.31658337
ENSMUSG00000075595_LINE855_Zfp652_D	-0.08100336767515125	0.19940251032288853	1.1571133026573008e-05	1.781431497028895e-05	0.515925007021221	0.44803396582000904	0.15618902	-0.15474688
ENSMUSG00000002983_LINE7015_Relb_I	-0.08055475727179068	0.08353507946179721	1.2938154364317338e-05	1.9862800362120983e-05	0.40827369834111205	0.3847425949649458	-0.012480044	-0.16529451
ENSMUSG00000034762_LINE442_Glis1_I	-0.08027415508628781	0.2031395170124421	1.3870093012772212e-05	2.1233709808878807e-05	0.5099055359016784	0.44162019491628157	0.12458723	-0.16912042
ENSMUSG00000068267_LINE946_Cenpb_I	-0.07891777874994489	0.1733592429158088	1.9351586169345696e-05	2.954233742939329e-05	0.5112721819048909	0.4522513806052692	0.12578745	-0.1187179
ENSMUSG00000025821_LINE373_Zfp282_I	-0.07772710728299034	0.1504264535870712	2.581097178383991e-05	3.9293239168136174e-05	0.5072991328473195	0.456078291962657	0.09215611	-0.13541235
ENSMUSG00000003184_LINE1496_Irf3_D	-0.07753690822213007	0.14108676290639913	2.7016148831208117e-05	4.101337357383962e-05	0.5003873856516988	0.4528375484179375	0.100115016	-0.11954608
ENSMUSG00000024176_LINE1713_Sox8_D	-0.07739196504469285	0.13028274653793198	2.7970274826397843e-05	4.2343888278852286e-05	0.46109331952043375	0.4204155281315809	-0.00085163116	-0.19409385
ENSMUSG00000059824_LINE252_Dbp_D_N2	-0.07710158758062076	0.2048403168019719	2.9978936948207804e-05	4.5259059935659986e-05	0.5207276087822957	0.45047769763218426	0.19375445	-0.11808318
ENSMUSG00000014030_LINE1644_Pax5_I	0.07689063627515454	0.16680496865833677	3.1523312339596274e-05	4.745913045602201e-05	0.4589758673994002	0.5164580784952324	-0.11734879	0.12696971
ENSMUSG00000033006_LINE1725_Sox10_D_N1	-0.07616555096615528	0.14464257915045173	3.742807797231565e-05	5.619367078488163e-05	0.48858511966710005	0.4410218248621741	0.03645668	-0.16828164
ENSMUSG00000075028_LINE1561_Prdm11_D	-0.07590015374875275	0.16435954442029968	3.984078568464274e-05	5.965172581903926e-05	0.474623023003738	0.42244102631539376	0.0083948085	-0.23130687
ENSMUSG00000003051_LINE1001_Elf3_D_N2	-0.07465890664085913	0.12377769958518013	5.32183619042391e-05	7.946303352824742e-05	0.515867742444737	0.472631574765102	0.103522584	-0.07212712
ENSMUSG00000022485_LINE1206_Hoxc5_D	0.07447361130847696	0.0028710174249245704	5.554798394010536e-05	8.27148941184629e-05	0.5016118870767563	0.5026310277135194	0.030906733	0.029757462
ENSMUSG00000070031_LINE1682_Sp140_I	-0.07431915438308055	0.14331492375012153	5.756335283512428e-05	8.54823632020238e-05	0.4910586122963646	0.4436766635670558	0.06883496	-0.13502152
ENSMUSG00000024837_LINE980_Dmrt1_I	-0.07406102186183358	0.17233246138629613	6.108680196923426e-05	9.046822574248008e-05	0.5058815044026281	0.44779676301374266	0.10973292	-0.14594504
ENSMUSG00000031921_LINE1545_Terf2_D	0.07344825842520168	0.12859106084410454	7.028570176559303e-05	0.00010380950531774581	0.4790481105112988	0.5246398814198033	0.011844292	0.2031107
ENSMUSG00000025529_LINE371_Zfp711_D	0.07327996737808859	0.15179389783207664	7.303268479141501e-05	0.00010757517084140859	0.47158585947822484	0.5250178144203076	-0.0671165	0.16694725
ENSMUSG00000061911_LINE940_Myt1l_I	-0.07312932904741297	0.14150458858263015	7.557732170864167e-05	0.00011102328930245205	0.5286214253138833	0.47829974683894827	0.1986126	-0.006846263
ENSMUSG00000021972_LINE1199_Hmbox1_D	0.07287667719738579	0.11653152029249586	8.003428282996671e-05	0.00011725452726433294	0.4715377976441958	0.5120473135054976	-0.05879342	0.13130912
XP_0027269251_LINE265_Nfil3_D_N4	0.07275869351902259	0.14093968475161142	8.219962040416522e-05	0.00012010400300340495	0.4556096844321234	0.503391977045698	-0.047242202	0.14388564
ENSMUSG00000017801_LINE55_Mlx_D_N3	0.07202554654958956	0.15867594045776487	9.694598848737217e-05	0.00014127156076368405	0.4641529170718405	0.5192789773683214	-0.085098855	0.15926036
ENSMUSG00000033237_LINE27_Arid2_I	-0.07097629764197202	0.06588172751317264	0.0001224444934082144	0.00017795266375327158	0.4977179538446729	0.47505406102161546	0.07208361	-0.017782247
ENSMUSG00000024922_LINE366_Ovol1_I	-0.07055176458930827	0.0948129977366604	0.00013445803187927361	0.0001948926259952237	0.5167897353777489	0.4832825446524333	0.13576823	-0.01162466
ENSMUSG00000070643_LINE1766_Sox13_D	-0.06974945343903932	0.15463364634520768	0.00016025168557602524	0.00023166357729160147	0.4789807727157769	0.429280997231612	0.04638129	-0.1552564
ENSMUSG00000061517_LINE1757_Sox21_D	-0.06971558629561991	0.10274846923516312	0.00016143678703349802	0.00023275938871231854	0.46297695834533453	0.4304631829251209	-0.015450396	-0.16719711
ENSMUSG00000053211_LINE623_Zfy1_I	0.06955252698803426	0.16061208241593156	0.00016725894380797892	0.00024051747856292484	0.4946672832225841	0.5540975396168141	0.019082122	0.24015555
ENSMUSG00000022330_LINE339_Osr2_D	0.0683357229545624	0.07984930156088278	0.00021736291259516802	0.00031164323874692047	0.4526449455971583	0.4789729749450461	-0.12070677	-0.009948582
ENSMUSG00000061524_LINE716_Zic2_D	0.06832493577920447	0.07415782481720976	0.00021786435589463615	0.00031164323874692047	0.49071827213803065	0.5171293155781402	-0.022089195	0.08366588
ENSMUSG00000030103_LINE100_Bhlhe40_D_N5	0.06820031279559505	0.18835636256173383	0.00022373673370792998	0.00031920554940005716	0.4481012001556343	0.5119901940673413	-0.14245526	0.1475539
ENSMUSG00000004151_LINE1004_Etv1_D	0.06776688653696937	0.19548193393453303	0.000245337194455016	0.0003491090626057016	0.48561627436982113	0.5575334772045414	-0.04602508	0.26682803
ENSMUSG00000026436_LINE1023_Elk4_D	0.06690261727694577	0.17509099578415205	0.00029437002397025006	0.0004177907892286101	0.48170401488478415	0.5451513447233082	-0.019845512	0.25501567
ENSMUSG00000004359_LINE1005_Spic_D_N1	-0.06506940438219706	0.11909247926647046	0.00043025851381562317	0.0006090672468299081	0.5018953428401277	0.46133617152833845	0.072111025	-0.10349595
ENSMUSG00000024515_LINE7356_Smad4_I_N1	-0.0645509256557468	0.08550099905363777	0.00047819917768327934	0.0006751775954336456	0.5072507155746034	0.47748665885725833	0.034610555	-0.08838204
ENSMUSG00000075588_LINE1434_Hoxb2_I	-0.06402598574078362	0.2753440699352246	0.0005317749483170596	0.0007488820331596834	0.5230008585800773	0.4303936866474285	0.21462455	-0.264039
ENSMUSG00000028639_LINE2093_Ybx1_I_N1	-0.06308372923983609	0.12364721991718206	0.0006422047771197889	0.0008997470527770822	0.4681111771250668	0.4288411803740338	-0.056621317	-0.22855303
ENSMUSG00000018554_LINE2089_Ybx2_I_N1	-0.06308372923983609	0.12364721991718206	0.0006422047771197889	0.0008997470527770822	0.4681111771250668	0.4288411803740338	-0.056621317	-0.22855303
ENSMUSG00000046532_LINE1630_Ar_D_N1	-0.06285949527123338	0.13467497037486437	0.0006714541612572997	0.0009383141484236622	0.5246119256654732	0.47696465093096685	0.13358837	-0.06562539
ENSMUSG00000017724_LINE1019_Etv4_D	0.06212699172959793	0.18133144595877515	0.000775854076556122	0.0010814334315168452	0.4833642231090832	0.5494404406474119	-0.042821065	0.24725232
ENSMUSG00000021848_LINE1198_Otx2_D	-0.061988681808636835	0.1565384126219833	0.0007971833887864602	0.0011083289461444408	0.5249212971806186	0.46991810206309603	0.16916387	-0.07908183
ENSMUSG00000034161_LINE113_Scx_I	0.06196059604471397	0.11091917377838345	0.0008015805070109996	0.0011116065555241597	0.48037917467108543	0.5195683444592911	-0.028599896	0.13297203
ENSMUSG00000022895_LINE2391_Ets2_I_N55	0.0617146566171657	0.16829597880184122	0.0008410571316333884	0.0011604459157979663	0.4829443355273872	0.5439365453973442	-0.03351767	0.23908855
ENSMUSG00000008976_LINE1011_Gabpa_D_N3	0.0617146566171657	0.16829597880184122	0.0008410571316333884	0.0011604459157979663	0.4829443355273872	0.5439365453973442	-0.03351767	0.23908855
ENSMUSG00000030557_LINE1510_Mef2a_I	-0.06163298379044903	0.11865161625612164	0.0008545603686096186	0.0011760994972026316	0.5173186015085519	0.475685788715351	0.15670215	-0.017633252
ENSMUSG00000018750_LINE318_Zbtb4_I	-0.061405157683494416	0.13805978282168616	0.0008932970089742976	0.001226314533730459	0.5047887206061688	0.4578093382587327	0.053947076	-0.14770152
ENSMUSG00000029729_LINE400_Zkscan1_D	-0.06091171621880423	0.14190822343508427	0.000982836200513747	0.0013458435409045028	0.5261550228074657	0.47592780133342033	0.18481876	-0.02856597
ENSMUSG00000030256_LINE106_Bhlhe41_D	0.06073958722737377	0.13032381223041717	0.0010159763416036048	0.001387737108205425	0.4867449843813387	0.5337069286141206	-0.055138085	0.1456397
ENSMUSG00000021318_LINE331_Gli3_D	-0.0591290232140764	0.18195492945757752	0.0013801189294352007	0.0018804120413554609	0.5034159159049663	0.442580081239925	0.11770335	-0.14586902
ENSMUSG00000045268_LINE526_Zfp691_D	0.058221781224634554	0.12367449279498394	0.0016348706276177957	0.002221956339281044	0.46248662832687665	0.5047771418235812	-0.09600414	0.09493299
ENSMUSG00000070495_LINE1841_Ctcfl_I	-0.058055581866073326	0.0155885042572154	0.0016859834958403012	0.0022857238936143387	0.48243824649244677	0.48778795475935105	0.19473694	0.27784196
ENSMUSG00000040857_LINE1034_Erf_I	0.05741037281303994	0.16358674220952774	0.0018986452595444341	0.0025676468150166664	0.49424310455319964	0.5547867302037847	-0.012769136	0.24130377
ENSMUSG00000031737_LINE1276_Irx5_D	-0.05720357779605172	0.15894716957819832	0.001971848869158922	0.002660043647751516	0.5184073496548637	0.46328308572061966	0.1470451	-0.095490634
ENSMUSG00000024513_LINE1513_Mbd2_I	-0.056869742323225794	0.14131271856199007	0.002095505777389635	0.0028198781448823484	0.5118638132054433	0.4631706696300435	0.05940165	-0.112763315
ENSMUSG00000048402_LINE1433_Gli2_I_N6	-0.05602986156735597	0.1893688537620949	0.0024386923615837847	0.0032655708527350434	0.522432467664983	0.4569375772536854	0.15528661	-0.14348197
ENSMUSG00000025407_LINE1014_Gli1_I_N6	-0.05602986156735597	0.1893688537620949	0.0024386923615837847	0.0032655708527350434	0.522432467664983	0.4569375772536854	0.15528661	-0.14348197
ENSMUSG00000038932_LINE129_Tcfl5_D	-0.05557234849141459	0.11317459508547205	0.0026465719177915467	0.0035352492529323355	0.5021191347003106	0.46348045376162367	0.07383635	-0.08504344
ENSMUSG00000035799_LINE296_Twist1_I_N2	-0.05542515617541795	0.11714193135087048	0.002716817093375866	0.0036202085963076944	0.513070009918899	0.4722770386138431	0.10308669	-0.06817979
ENSMUSG00000037447_LINE18_Arid5a_D	0.05510944960572826	0.1415552098263469	0.002873259050083486	0.0038193321519402433	0.47300781436858896	0.5228028279485603	-0.044890538	0.16058327
ENSMUSG00000036461_LINE1030_Elf1_I	-0.054847007191726284	0.07514850301779438	0.0030095161785491696	0.003990720966689288	0.48942308939848284	0.46407457382499195	0.0072762826	-0.09717657
ENSMUSG00000051451_LINE236_Crebzf_D	-0.05441013553431411	0.10631750485387992	0.003249456085184888	0.004298430986470301	0.4612794269633158	0.4277979499952394	0.074925385	-0.054520875
ENSMUSG00000035011_LINE1189_Zbtb7a_I_N2	-0.05410530122057912	0.15495707031214878	0.0034270598391367957	0.004511467662631772	0.5153136335107911	0.46181521957747856	0.08812476	-0.14043713
ENSMUSG00000044646_LINE1331_Zbtb7c_I_N2	-0.05410530122057912	0.15495707031214878	0.0034270598391367957	0.004511467662631772	0.5153136335107911	0.46181521957747856	0.08812476	-0.14043713
ENSMUSG00000042589_LINE963_Cux2_I	0.053591115763267555	0.18456491096039954	0.003746749275717003	0.004920429771724738	0.4104859774982324	0.46787145766576316	-0.1938405	0.06530532
ENSMUSG00000051817_LINE1749_Sox12_D	0.0530496051237975	0.12976421197896904	0.004112509259838895	0.005387782563971629	0.40033392530923834	0.43895244897957125	-0.19042845	0.016367892
ENSMUSG00000058318_LINE32_Phf21a_D	-0.05291306614070311	0.19457966016251993	0.004209706785604041	0.005501894959602404	0.5249687722281077	0.45747040068866374	0.16108355	-0.13931091
ENSMUSG00000023781_LINE78_Hes7_D	-0.052834619555939315	0.15166642137827785	0.004266487773894816	0.00556276515974324	0.5263021415205471	0.47278457842311444	0.17686215	-0.05353005
ENSMUSG00000048138_LINE985_Dmrt2_I	0.052744962209131954	0.06282975940460973	0.004332232752266865	0.0056350044152397175	0.48876011473845826	0.5109611749683811	0.009242296	0.094031684
ENSMUSG00000013089_LINE1017_Etv5_D	0.052023198186465086	0.15659452082158462	0.004895862355458897	0.00635296424696452	0.49271205442729304	0.5503494463058972	-0.03809765	0.21585591
ENSMUSG00000021356_LINE1498_Irf4_D	-0.05173477410321789	0.11228246412825194	0.005139054324062856	0.006652695027587308	0.45720907524940707	0.4222259926754337	-0.025447072	-0.19443375
ENSMUSG00000000567_LINE1701_Sox9_I	0.05157605344912554	0.1533191644653354	0.005277489506575757	0.006815715121051629	0.39471339505430253	0.4400919506347491	-0.2708717	-0.013682478
ENSMUSG00000036972_LINE452_Zic4_I	-0.05144110115920564	0.07377128443411218	0.005397832664762869	0.006954654378949795	0.5108658046497977	0.4849011660635043	0.09436073	-0.005611322
ENSMUSG00000060969_LINE1400_Irx1_I	0.04984649696975409	0.10357074011388222	0.007019353739720946	0.009022518368273384	0.4697675291466346	0.5054763573138125	-0.049863	0.11144886
ENSMUSG00000032035_LINE1028_Ets1_D_N1	0.04957423424418124	0.16924984383772365	0.007336276065020587	0.009407695189261694	0.47893149244446676	0.5397905758187395	-0.021000404	0.24286272
ENSMUSG00000049823_LINE587_Zbtb12_D	0.04872489944852153	0.1006604695979872	0.00840900533951172	0.010757999788811942	0.4773459740438865	0.5125636583243847	-0.05600097	0.07750758
